OBJECTID *,Shape *,ID,Region,County,Type,School.Name,City,Grade.Range,Total.Students,Percent.Immunized,county_norm,school_key,full_address,latitude,longitude,_merge
416,Point,416,Upstate,Spartanburg,Public,Spartanburg High,Spartanburg,'9th-12th,2152,0.963,spartanburg,spartanburg high,"2250 E. Main Street, Spartanburg, SC 29307",34.97958,-81.879378,both
417,Point,417,Upstate,Spartanburg,Public,James F. Byrnes High,Duncan,'10-12,2350,0.936,spartanburg,james f. byrnes high,"150 East Main Street, Duncan, SC 29334",34.933095,-82.12786,both
418,Point,418,Upstate,Spartanburg,Public,Boiling Springs High,Boiling Springs,'9-12,2781,0.915,spartanburg,boiling springs high,"2251 Old Furnace Road, Boiling Springs, SC 29316",35.04769,-81.973348,both
419,Point,419,Upstate,Spartanburg,Public,Dorman High,Roebuck,'10 thru 12,2870,0.959,spartanburg,dorman high,"1050 Cavalier Way, Roebuck, SC 29376",34.849447,-81.971507,both
420,Point,420,Upstate,Union,Private,Union Christian Day School,Union,'3K-12,80,0.4,union,union christian day school,"331 Meansville Rd, Union, SC 29379",34.732945,-81.649504,left_only
421,Point,421,Upstate,Union,Public,Foster Park Elementary,Union,'5K-5,372,0.992,union,foster park elementary,"901 Arthur Boulevard, Union, SC 29379",34.722248,-81.611413,both
422,Point,422,Upstate,Union,Public,Monarch Elementary,Union,'4k-5th,409,0.976,union,monarch elementary,"218 Monarch School Drive, Union, SC 29379",34.719622,-81.597757,both
423,Point,423,Upstate,Union,Public,Buffalo Elementary,Buffalo,'4k-5th,481,0.963,union,buffalo elementary,"733 Main Street, Buffalo, SC 29321",34.724484,-81.65593,both
424,Point,424,Upstate,Union,Public,Jonesville Elementary/Middle,Jonesville,'4K-8th,514,0.981,union,jonesville elementary/middle,"316-320 State Rd S-44-407, Jonesville, SC 29353",34.800209,-81.675419,left_only
425,Point,425,Upstate,Union,Public,Sims Middle,Union,'6-8,621,0.976,union,sims middle,"2200 Whitmire Highway, Union, SC 29379",34.681654,-81.602787,both
426,Point,426,Upstate,Union,Public,Union County High,Union,'9-12,993,0.978,union,union county high,"1163 Lakeside Drive, Union, SC 29379",34.750298,-81.605074,both
